Link_ID,Accuracy,Day
1201701,0.0,1
1201357,0.0,1
1213651,100.0,1
1201304,100.0,1
1214260,100.0,1
1209162,100.0,1
1201897,100.0,1
1201532,0.0,1
1201665,0.0,1
1201889,100.0,1
1201185,50.0,1
1214270,100.0,1
1218075,100.0,1
1201845,0.0,1
717696,100.0,1
717755,100.0,1
718266,100.0,1
716663,100.0,1
717768,100.0,1
762523,100.0,1
772474,100.0,1
717779,75.0,1
717777,100.0,1
772475,100.0,1
771941,100.0,1
716656,100.0,1
717715,0.0,1
772024,0.0,1
772539,0.0,1
716629,0.0,1
767367,100.0,1
717705,100.0,1
771828,0.0,1
717814,0.0,1
716736,0.0,1
717722,100.0,1
717750,100.0,1
718292,0.0,1
718470,100.0,1
717797,0.0,1
761439,100.0,1
717818,0.0,1
769259,100.0,1
761444,100.0,1
769496,100.0,1
767369,100.0,1
769236,0.0,1
765122,0.0,1
764583,50.0,1
771826,100.0,1
771847,0.0,1
762559,100.0,1
717799,0.0,1
717718,0.0,1
717804,0.0,1
716743,0.0,1
717827,0.0,1
716640,0.0,1
1201397,100.0,1
1209306,100.0,1
1201363,0.0,1
1201151,100.0,1
1214243,0.0,1
1201606,100.0,1
1209043,100.0,1
1201246,0.0,1
1201298,100.0,1
1201725,0.0,1
1209353,0.0,1
1209243,100.0,1
1201785,100.0,1
1214212,100.0,1
1201633,100.0,1
1214268,100.0,1
1201699,100.0,1
1201125,100.0,1
1201705,100.0,1
1209307,100.0,1
1209455,100.0,1
1201177,100.0,1
1217312,100.0,1
1213966,100.0,1
1217573,0.0,1
1201949,100.0,1
1209204,100.0,1
1201819,100.0,1
1209322,0.0,1
716724,0.0,1
716713,100.0,1
718218,0.0,1
717742,50.0,1
717767,0.0,1
761511,0.0,1
765187,0.0,1
765126,100.0,1
717720,0.0,1
717716,0.0,1
716638,0.0,1
716652,100.0,1
717747,100.0,1
717726,0.0,1
762567,100.0,1
717727,100.0,1
762549,100.0,1
764667,100.0,1
762528,0.0,1
768969,0.0,1
765117,0.0,1
761532,100.0,1
718233,100.0,1
716632,0.0,1
771915,100.0,1
716647,100.0,1
761448,0.0,1
716710,100.0,1
768643,100.0,1
761492,100.0,1
769265,0.0,1
716729,0.0,1
717756,100.0,1
716665,0.0,1
717760,75.0,1
769249,100.0,1
764700,100.0,1
1201749,100.0,2
1214273,100.0,2
1201851,100.0,2
1201157,100.0,2
1211067,100.0,2
1216809,60.0,2
1214238,0.0,2
1209335,100.0,2
1209290,100.0,2
1201954,0.0,2
1201823,0.0,2
1201637,100.0,2
1209075,100.0,2
1201229,100.0,2
1201209,100.0,2
1201602,50.0,2
1209373,0.0,2
1209334,100.0,2
1209176,80.0,2
1217581,0.0,2
1201508,100.0,2
1201098,100.0,2
1201449,100.0,2
1216801,80.0,2
1213641,100.0,2
1201365,100.0,2
1201778,0.0,2
716658,100.0,2
771882,100.0,2
766506,0.0,2
761468,100.0,2
772473,100.0,2
717762,100.0,2
717743,0.0,2
716649,100.0,2
717798,80.0,2
717807,0.0,2
764676,0.0,2
761452,100.0,2
764661,0.0,2
771917,100.0,2
716753,0.0,2
771767,0.0,2
767351,100.0,2
718227,100.0,2
769242,0.0,2
717776,100.0,2
717819,100.0,2
716683,100.0,2
717706,100.0,2
771939,100.0,2
765113,0.0,2
774106,0.0,2
717806,0.0,2
774095,0.0,2
1214241,0.0,2
1201596,100.0,2
1201783,0.0,2
1209059,100.0,2
1201259,100.0,2
1217585,0.0,2
1211066,0.0,2
1201254,100.0,2
1209321,100.0,2
1201541,100.0,2
1217568,0.0,2
1201399,80.0,2
1217580,0.0,2
1201415,50.0,2
1213964,100.0,2
1201183,100.0,2
716745,0.0,2
717741,0.0,2
771865,0.0,2
766268,0.0,2
771769,0.0,2
716696,100.0,2
772437,100.0,2
767353,100.0,2
717752,100.0,2
762538,100.0,2
762520,100.0,2
717733,100.0,2
761435,0.0,2
771969,0.0,2
771970,0.0,2
772011,0.0,2
764659,0.0,2
717823,75.0,2
716630,0.0,2
762555,100.0,2
762571,100.0,2
765191,0.0,2
717765,100.0,2
764719,0.0,2
762543,100.0,2
718259,100.0,2
762561,0.0,2
717712,0.0,2
771808,75.0,2
772518,100.0,2
1201959,0.0,2
1201733,100.0,2
1218071,100.0,2
1209477,100.0,2
1201849,0.0,2
1201787,0.0,2
1201394,25.0,2
1201729,100.0,2
1201281,100.0,2
1208954,100.0,2
1201895,100.0,2
1201957,0.0,2
1201659,0.0,2
1201251,100.0,2
1201389,100.0,2
1201536,0.0,2
1213655,100.0,2
1209177,100.0,2
1209090,100.0,2
1201671,0.0,2
1201222,75.0,2
1201773,0.0,2
1214265,100.0,2
1201481,100.0,2
1201817,0.0,2
1218503,0.0,2
1209260,100.0,2
1201853,100.0,2
1216957,50.0,2
717719,0.0,2
718250,100.0,2
717794,100.0,2
764694,0.0,2
766505,0.0,2
772533,0.0,2
762531,0.0,2
717713,0.0,2
762569,100.0,2
716717,0.0,2
717759,100.0,2
716667,0.0,2
716733,0.0,2
771810,100.0,2
717800,0.0,2
716720,0.0,2
718291,0.0,2
769228,0.0,2
716622,100.0,2
718500,100.0,2
762517,100.0,2
772012,0.0,2
717740,0.0,2
771778,0.0,2
717749,100.0,2
766495,0.0,2
716727,0.0,2
771898,100.0,2
716694,0.0,2
769506,0.0,2
774099,100.0,2
717734,100.0,2
767812,0.0,2
1217330,100.0,2
1201487,100.0,2
1201751,100.0,2
1201453,100.0,2
1209124,100.0,2
1201921,0.0,2
1201503,100.0,2
1210825,100.0,2
1214282,0.0,2
1201181,100.0,2
1213965,0.0,2
1201430,100.0,2
1201635,100.0,2
1201667,0.0,2
1201322,100.0,2
1201539,100.0,2
1209454,0.0,2
1201333,100.0,2
1209187,100.0,2
1216948,100.0,2
1209092,100.0,2
717775,100.0,2
771770,0.0,2
716688,0.0,2
716698,100.0,2
716685,100.0,2
765211,0.0,2
718224,0.0,2
716692,100.0,2
717820,100.0,2
717778,100.0,2
774097,0.0,2
772457,100.0,2
716641,0.0,2
772439,100.0,2
769507,0.0,2
764565,100.0,2
716620,100.0,2
717769,100.0,2
762565,0.0,2
717735,100.0,2
716689,80.0,2
717732,100.0,2
764690,0.0,2
717717,0.0,2
761482,100.0,2
717723,100.0,2
717707,100.0,2
716714,100.0,2
717709,100.0,2
716670,0.0,2
764692,0.0,2
765133,0.0,2
771876,100.0,2
717790,80.0,2
717801,0.0,2
716664,0.0,2
716659,0.0,2
716687,100.0,2
769255,0.0,2
762552,100.0,2
717725,100.0,2
769263,100.0,2
1201565,100.0,2
1201120,100.0,2
1201445,0.0,2
1209259,100.0,2
1213849,100.0,2
1201693,0.0,2
1209076,100.0,2
1201627,0.0,2
1214461,0.0,2
1201923,0.0,2
1209275,0.0,2
1201604,100.0,2
1213963,100.0,2
1201211,100.0,2
1201451,100.0,2
1201703,100.0,2
1217579,0.0,2
1217724,100.0,2
1213852,50.0,2
1201735,75.0,2
1201093,100.0,2
1201327,100.0,2
717702,50.0,2
717738,100.0,2
717711,100.0,2
769232,0.0,2
716722,0.0,2
717763,100.0,2
717787,100.0,2
716624,100.0,2
774085,0.0,2
769260,0.0,2
762547,0.0,2
771863,33.333333333333,2
716746,100.0,2
716697,100.0,2
762541,100.0,2
717757,100.0,2
717754,100.0,2
716636,0.0,2
716716,100.0,2
716617,0.0,2
762573,0.0,2
771845,0.0,2
717721,0.0,2
717825,100.0,2
771877,66.666666666667,2
717728,100.0,2
761455,75.0,2
764613,0.0,2
716749,100.0,2
718219,100.0,2
717729,80.0,2
716731,100.0,2
716646,0.0,2
716653,100.0,2
717703,100.0,2
759427,100.0,2
1201811,0.0,2
1209274,0.0,2
1214080,80.0,2
1209244,100.0,2
1201631,100.0,2
1209163,100.0,2
1217729,0.0,2
1201100,100.0,2
1214274,100.0,2
1201669,0.0,2
1201476,100.0,2
1214082,100.0,2
1201331,100.0,2
1209354,0.0,2
1201747,100.0,2
1201159,100.0,2
1201741,100.0,2
1201276,100.0,2
1209372,83.333333333333,2
1201510,100.0,2
1209289,100.0,2
1201821,0.0,2
1201203,100.0,2
1217563,0.0,2
716635,100.0,2
764682,0.0,2
717789,100.0,2
717758,100.0,2
718442,100.0,2
716644,0.0,2
772455,80.0,2
772528,100.0,2
762533,0.0,2
768971,0.0,2
717761,100.0,2
717701,100.0,2
717708,50.0,2
762526,100.0,2
716680,100.0,2
765195,0.0,2
762535,0.0,2
718251,100.0,2
761441,100.0,2
716701,100.0,2
718057,100.0,2
716726,0.0,2
716676,0.0,2
764696,0.0,2
762557,100.0,2
716678,0.0,2
762545,100.0,2
772013,0.0,2
771768,0.0,2
718267,100.0,2
716751,100.0,2
716739,0.0,2
716695,100.0,2
717744,0.0,2
717700,100.0,2
716671,100.0,2
1217622,0.0,2
1213650,100.0,2
1201731,0.0,2
1201701,0.0,2
1201357,0.0,2
1209162,100.0,2
1201889,100.0,2
1201283,100.0,2
1213651,100.0,2
1218075,100.0,2
1201899,100.0,2
1201304,100.0,2
1214260,100.0,2
1201897,100.0,2
1201532,0.0,2
1201665,0.0,2
1214270,100.0,2
1201185,50.0,2
1201845,0.0,2
717696,100.0,2
717755,100.0,2
772539,0.0,2
716663,0.0,2
717779,75.0,2
765122,0.0,2
718292,0.0,2
718470,100.0,2
762523,100.0,2
772474,100.0,2
764583,50.0,2
717804,0.0,2
717818,0.0,2
716629,0.0,2
716736,0.0,2
717814,0.0,2
761439,0.0,2
717827,0.0,2
717797,0.0,2
716640,0.0,2
771826,100.0,2
717718,0.0,2
717722,0.0,2
718266,100.0,2
767367,100.0,2
771941,100.0,2
769259,100.0,2
761444,100.0,2
717768,100.0,2
716743,0.0,2
716656,100.0,2
767369,100.0,2
769236,0.0,2
717777,100.0,2
717715,0.0,2
772475,100.0,2
772024,0.0,2
762559,100.0,2
717705,100.0,2
769496,100.0,2
717750,100.0,2
771828,0.0,2
771847,0.0,2
717799,0.0,2
716724,100.0,2
716713,100.0,2
1201397,100.0,2
1214243,0.0,2
1209043,100.0,2
1201606,100.0,2
1201246,0.0,2
1201633,100.0,2
1201125,100.0,2
1201705,100.0,2
1214212,100.0,2
1213966,100.0,2
1201298,100.0,2
1209204,100.0,2
1201819,0.0,2
1201151,100.0,2
1201725,0.0,2
1209353,100.0,2
1201785,0.0,2
1209306,100.0,2
1201363,0.0,2
1209243,100.0,2
1201699,100.0,2
1214268,100.0,2
1209307,100.0,2
1209455,0.0,2
1201177,100.0,2
1217312,100.0,2
1201949,100.0,2
1217573,0.0,2
1209322,0.0,2
717726,0.0,2
765187,0.0,2
716665,0.0,2
716632,0.0,2
716638,0.0,2
718218,0.0,2
716652,100.0,2
762528,0.0,2
765126,100.0,2
717727,100.0,2
717716,0.0,2
764667,100.0,2
717760,75.0,2
771915,100.0,2
716647,100.0,2
717756,100.0,2
769249,0.0,2
764700,100.0,2
717767,0.0,2
716710,100.0,2
761492,100.0,2
761511,0.0,2
768643,100.0,2
762549,0.0,2
717742,0.0,2
768969,0.0,2
765117,0.0,2
761532,100.0,2
769265,0.0,2
762567,100.0,2
718233,100.0,2
717747,100.0,2
716729,0.0,2
717720,0.0,2
761448,0.0,2
1209334,100.0,3
1201508,100.0,3
1216809,60.0,3
1209290,100.0,3
1209075,100.0,3
1201229,100.0,3
1201209,100.0,3
1217581,0.0,3
1214238,0.0,3
1201449,100.0,3
1201098,100.0,3
1216801,80.0,3
1213641,100.0,3
1201365,100.0,3
1201778,0.0,3
1214273,100.0,3
1201749,100.0,3
1201851,100.0,3
1211067,100.0,3
1201157,100.0,3
1209335,100.0,3
1201954,0.0,3
1201823,0.0,3
1201637,100.0,3
1201602,50.0,3
1209176,80.0,3
1209373,0.0,3
771882,100.0,3
716658,100.0,3
717776,100.0,3
772473,100.0,3
718227,100.0,3
771917,100.0,3
761468,100.0,3
765113,0.0,3
717798,80.0,3
761452,100.0,3
717743,0.0,3
716649,100.0,3
717806,0.0,3
717807,0.0,3
717819,100.0,3
764661,0.0,3
766506,0.0,3
771767,33.333333333333,3
764676,0.0,3
774095,0.0,3
716683,100.0,3
769242,0.0,3
717762,0.0,3
717706,100.0,3
716753,0.0,3
767351,100.0,3
774106,0.0,3
771939,100.0,3
1201783,0.0,3
1209059,100.0,3
1209321,100.0,3
1201259,100.0,3
1217585,0.0,3
1211066,0.0,3
1214241,0.0,3
1201254,100.0,3
1217568,0.0,3
1217580,0.0,3
1201415,50.0,3
1213964,100.0,3
1201183,100.0,3
1201596,100.0,3
1201541,100.0,3
1201399,80.0,3
771969,0.0,3
771865,0.0,3
772437,100.0,3
771769,100.0,3
767353,100.0,3
717752,100.0,3
762538,100.0,3
771970,0.0,3
716696,100.0,3
717823,75.0,3
762520,100.0,3
772011,0.0,3
766268,0.0,3
762555,100.0,3
761435,0.0,3
762543,100.0,3
717733,100.0,3
762571,100.0,3
764659,0.0,3
764719,0.0,3
718259,100.0,3
716630,0.0,3
762561,0.0,3
717712,0.0,3
765191,0.0,3
717765,100.0,3
716745,0.0,3
717741,0.0,3
1201536,0.0,3
1201849,0.0,3
1213655,100.0,3
1201222,75.0,3
1201394,25.0,3
1201251,100.0,3
1201957,0.0,3
1201733,100.0,3
1201671,0.0,3
1201729,100.0,3
1201817,0.0,3
1201773,0.0,3
1214265,100.0,3
1209260,100.0,3
1201481,100.0,3
1218503,0.0,3
1201853,100.0,3
1216957,50.0,3
1201959,0.0,3
1209477,100.0,3
1218071,100.0,3
1201281,100.0,3
1201787,0.0,3
1201895,100.0,3
1208954,100.0,3
1201659,0.0,3
1201389,100.0,3
1209177,100.0,3
1209090,100.0,3
717719,0.0,3
717800,0.0,3
718250,100.0,3
772012,0.0,3
717740,0.0,3
716622,100.0,3
716694,0.0,3
762531,0.0,3
766495,0.0,3
716667,0.0,3
772533,0.0,3
771778,100.0,3
717749,100.0,3
716720,0.0,3
716717,0.0,3
717759,100.0,3
767812,0.0,3
771810,100.0,3
762517,100.0,3
717713,0.0,3
762569,100.0,3
718291,0.0,3
769228,0.0,3
764694,0.0,3
766505,0.0,3
716727,0.0,3
716733,0.0,3
717794,100.0,3
718500,100.0,3
769506,0.0,3
774099,100.0,3
717734,100.0,3
772518,100.0,3
771808,75.0,3
771898,100.0,3
1209187,100.0,3
1209454,0.0,3
1213965,0.0,3
1201430,100.0,3
1214282,0.0,3
1201181,100.0,3
1201635,100.0,3
1201322,100.0,3
1201539,100.0,3
1201751,100.0,3
1201921,0.0,3
1201503,100.0,3
1201333,100.0,3
1216948,100.0,3
1209092,100.0,3
1217330,100.0,3
1201487,100.0,3
1201453,100.0,3
1209124,100.0,3
1210825,100.0,3
1201667,0.0,3
717775,100.0,3
771770,0.0,3
716688,0.0,3
716620,100.0,3
717778,100.0,3
764565,100.0,3
716685,100.0,3
765211,0.0,3
718224,0.0,3
769255,0.0,3
764692,0.0,3
717707,100.0,3
762552,100.0,3
765133,0.0,3
717732,100.0,3
717725,100.0,3
769263,100.0,3
762565,0.0,3
716670,0.0,3
772439,100.0,3
769507,0.0,3
716714,100.0,3
717801,0.0,3
716664,0.0,3
717769,100.0,3
716692,100.0,3
717820,100.0,3
716659,0.0,3
717717,0.0,3
761482,100.0,3
771876,100.0,3
717709,100.0,3
717735,100.0,3
716687,100.0,3
717723,100.0,3
772457,100.0,3
764690,0.0,3
716689,60.0,3
774097,0.0,3
716641,0.0,3
717790,80.0,3
716698,100.0,3
1201703,100.0,3
1213849,100.0,3
1201693,0.0,3
1209076,100.0,3
1201604,100.0,3
1201120,100.0,3
1201627,0.0,3
1201451,100.0,3
1217724,100.0,3
1217579,0.0,3
1213852,50.0,3
1201735,75.0,3
1201093,100.0,3
1201327,100.0,3
1201565,100.0,3
1201445,0.0,3
1209259,100.0,3
1214461,0.0,3
1201923,0.0,3
1209275,0.0,3
1213963,100.0,3
1201211,100.0,3
717711,100.0,3
769232,0.0,3
717702,50.0,3
717738,100.0,3
717763,100.0,3
771845,0.0,3
762573,0.0,3
717787,100.0,3
717825,100.0,3
762547,0.0,3
716746,100.0,3
761455,75.0,3
716716,100.0,3
716722,0.0,3
717703,100.0,3
716731,100.0,3
716646,0.0,3
774085,0.0,3
716697,100.0,3
764613,0.0,3
716624,100.0,3
769260,0.0,3
717754,100.0,3
716636,0.0,3
717729,80.0,3
717757,100.0,3
716749,100.0,3
716617,0.0,3
771863,33.333333333333,3
762541,100.0,3
771877,66.666666666667,3
717728,100.0,3
717721,0.0,3
718219,100.0,3
716653,100.0,3
1201159,100.0,3
1201276,100.0,3
1201631,100.0,3
1201476,100.0,3
1209274,0.0,3
1201747,100.0,3
1214080,80.0,3
1209163,100.0,3
1209289,100.0,3
1209372,83.333333333333,3
1201203,100.0,3
1201821,0.0,3
1217563,0.0,3
1201811,0.0,3
1209244,100.0,3
1217729,0.0,3
1201100,100.0,3
1214274,100.0,3
1201669,0.0,3
1214082,100.0,3
1201331,100.0,3
1209354,0.0,3
1201741,100.0,3
1201510,100.0,3
716635,100.0,3
717758,100.0,3
718057,100.0,3
716726,0.0,3
718251,100.0,3
772455,80.0,3
717761,100.0,3
716680,100.0,3
716676,0.0,3
716644,0.0,3
718267,100.0,3
716671,100.0,3
768971,0.0,3
716739,0.0,3
717789,100.0,3
762557,100.0,3
772528,100.0,3
762533,0.0,3
765195,0.0,3
772013,0.0,3
771768,100.0,3
761441,100.0,3
716701,100.0,3
717701,100.0,3
716695,100.0,3
717744,0.0,3
716751,100.0,3
717708,50.0,3
762526,100.0,3
718442,100.0,3
716678,0.0,3
717700,100.0,3
764696,0.0,3
762535,0.0,3
762545,100.0,3
759427,100.0,3
764682,0.0,3
1201185,50.0,3
1213651,100.0,3
1214260,100.0,3
1201897,100.0,3
1209162,100.0,3
1201889,100.0,3
1201283,100.0,3
1201701,0.0,3
1201899,100.0,3
1201532,0.0,3
1214270,100.0,3
1201665,0.0,3
1201845,0.0,3
1217622,0.0,3
1213650,100.0,3
1201731,0.0,3
1201357,0.0,3
1218075,100.0,3
1201304,100.0,3
717696,100.0,3
717755,100.0,3
718266,100.0,3
717768,100.0,3
772474,100.0,3
767367,100.0,3
716736,0.0,3
716663,0.0,3
717804,0.0,3
717777,100.0,3
718470,100.0,3
717797,0.0,3
717718,0.0,3
716629,0.0,3
716743,0.0,3
769496,100.0,3
769259,100.0,3
771826,100.0,3
772475,100.0,3
717814,0.0,3
761439,0.0,3
717779,75.0,3
767369,100.0,3
769236,0.0,3
717715,0.0,3
717722,0.0,3
762523,100.0,3
717705,100.0,3
771828,0.0,3
717818,0.0,3
765122,0.0,3
771941,100.0,3
716656,100.0,3
717827,0.0,3
764583,50.0,3
716640,0.0,3
772024,0.0,3
761444,100.0,3
771847,0.0,3
717799,0.0,3
717750,100.0,3
718292,0.0,3
762559,100.0,3
772539,0.0,3
1201699,100.0,3
1201725,0.0,3
1201633,100.0,3
1201125,100.0,3
1201705,100.0,3
1213966,100.0,3
1201397,100.0,3
1201151,100.0,3
1209243,100.0,3
1214268,100.0,3
1209307,100.0,3
1201785,0.0,3
1201363,100.0,3
1209455,0.0,3
1201177,100.0,3
1217312,100.0,3
1201949,100.0,3
1217573,0.0,3
1209322,0.0,3
1214243,0.0,3
1209043,100.0,3
1201606,100.0,3
1201246,0.0,3
1214212,100.0,3
1201298,100.0,3
1209204,100.0,3
1201819,0.0,3
1209353,100.0,3
1209306,100.0,3
717726,0.0,3
762567,100.0,3
761511,0.0,3
765187,0.0,3
718218,0.0,3
718233,100.0,3
717727,100.0,3
717716,0.0,3
768969,0.0,3
716710,100.0,3
765126,100.0,3
764667,100.0,3
716665,0.0,3
765117,0.0,3
768643,100.0,3
717742,0.0,3
717756,100.0,3
717720,0.0,3
716638,0.0,3
771915,100.0,3
716647,100.0,3
762549,0.0,3
762528,0.0,3
761532,100.0,3
761492,100.0,3
716632,0.0,3
717760,100.0,3
717747,100.0,3
769249,0.0,3
764700,100.0,3
717767,0.0,3
716652,100.0,3
716724,0.0,3
716713,100.0,3
769265,0.0,3
716729,0.0,3
761448,0.0,3
717819,100.0,4
718227,100.0,4
716683,100.0,4
716658,100.0,4
771882,100.0,4
716753,0.0,4
717776,100.0,4
767351,100.0,4
765113,0.0,4
761452,100.0,4
772473,100.0,4
764661,0.0,4
717798,80.0,4
766506,0.0,4
717807,0.0,4
717762,0.0,4
1211067,100.0,4
1216809,60.0,4
1209290,100.0,4
1214238,0.0,4
1209335,100.0,4
1201954,50.0,4
1201823,100.0,4
1209075,100.0,4
1201229,100.0,4
1201637,100.0,4
1201209,100.0,4
1209334,100.0,4
1201602,50.0,4
1209176,80.0,4
1209373,0.0,4
1217581,0.0,4
1201508,100.0,4
1201098,100.0,4
1201449,100.0,4
1216801,60.0,4
1213641,100.0,4
1201365,100.0,4
1201778,50.0,4
1201749,100.0,4
1214273,100.0,4
1201851,100.0,4
1201157,100.0,4
774106,0.0,4
771767,100.0,4
769242,0.0,4
761468,100.0,4
717706,100.0,4
771939,100.0,4
717806,0.0,4
774095,0.0,4
717743,100.0,4
716649,100.0,4
764676,0.0,4
771917,100.0,4
716745,0.0,4
717741,100.0,4
771865,0.0,4
772437,100.0,4
717752,100.0,4
762538,100.0,4
767353,100.0,4
762520,100.0,4
761435,100.0,4
