EVENT_ID,TIME_STAMP,TYPE_DESCRIPTION,ONSTREET,DIRECTION,LAT,LONG
171,2013-10-08:09:56,Accident-no details,405,1,33.731918,-117.988716
450,2013-10-08:11:48,Accident-no details,405,0,33.796979,-118.1078
328,2013-10-08:15:02,Accident-property damage,405,1,33.774159,-118.049783
342,2013-10-08:15:18,Hit and Run-no injuries,405,1,33.774159,-118.049783
73,2013-10-08:15:19,Accident-no details,405,1,33.774159,-118.049783
81,2013-10-08:15:50,Accident-property damage,405,1,33.774159,-118.049783
438,2013-10-08:16:08,Accident-no details,405,1,33.774246,-118.071496
383,2013-10-08:16:39,Hit and Run-no injuries,405,0,33.743113,-118.002722
90,2013-10-08:16:41,Hit and Run-no injuries,405,0,33.743113,-118.002722
390,2013-10-08:16:54,Accident-property damage,405,1,33.774246,-118.071496
401,2013-10-08:17:01,Accident-ambulance rolling,405,1,33.687884,-117.914545
401,2013-10-08:17:01,Accident-ambulance rolling,405,1,33.697598,-117.940103
403,2013-10-08:17:02,Accident-ambulance rolling,405,1,33.708564,-117.958438
115090,2013-10-08:17:11,Accident,405,0,34.277088,-118.470171
437,2013-10-08:18:02,Accident-no details,405,1,33.734689,-117.992707
437,2013-10-08:18:02,Accident-no details,405,1,33.774159,-118.049783
102,2013-10-08:18:06,Accident-no details,405,1,33.774159,-118.049783
484,2013-10-08:19:18,Accident-no details,405,1,33.773381,-118.039175
505,2013-10-08:19:46,Accident-no details,405,0,33.687441,-117.873542
521,2013-10-08:20:22,Hit and Run-no injuries,405,0,33.685105,-117.861986
559,2013-10-08:22:12,Accident-ambulance rolling,405,0,33.707827,-117.954312
46,2013-10-09:05:20,Accident-no details,405,1,33.756658,-118.019335
4,2013-10-09:06:08,Accident-ambulance rolling,405,1,33.758493,-118.023497
6,2013-10-09:06:12,Accident-no details,405,0,33.774471,-118.068873
75,2013-10-09:07:41,Accident-no details,405,1,33.700769,-117.947714
75,2013-10-09:07:41,Accident-no details,405,1,33.697598,-117.940103
15,2013-10-09:07:44,Accident-property damage,405,1,33.700769,-117.947714
78,2013-10-09:07:46,Accident-property damage,405,1,33.700769,-117.947714
98,2013-10-09:08:28,Accident-no details,405,1,33.746008,-118.006839
24,2013-10-09:08:29,Accident-no details,405,1,33.746008,-118.006839
184,2013-10-09:11:46,Accident-property damage,405,1,33.687296,-117.890487
184,2013-10-09:11:46,Accident-property damage,405,1,33.687706,-117.907677
211,2013-10-09:12:37,Accident-no details,405,1,33.687296,-117.890487
51,2013-10-09:12:38,Accident-no details,405,1,33.687296,-117.890487
255,2013-10-09:13:48,Accident-property damage,405,1,33.687296,-117.890487
267,2013-10-09:14:15,Hit and Run-no injuries,405,1,33.73596,-117.994291
282,2013-10-09:14:36,Accident-no details,405,130,33.720806,-117.971706
304,2013-10-09:15:02,Accident-property damage,405,0,33.759112,-118.0216
63,2013-10-09:15:09,Accident-no details,405,0,33.754385,-118.016229
328,2013-10-09:15:29,Accident-property damage,405,0,33.663545,-117.794514
66,2013-10-09:15:30,Accident-property damage,405,0,33.663545,-117.794514
330,2013-10-09:15:31,Accident-no details,405,0,33.64853,-117.748151
446,2013-10-09:18:00,Accident-no details,405,130,33.687874,-117.915766
462,2013-10-09:18:37,Accident-property damage,405,1,33.657554,-117.778107
471,2013-10-09:18:51,Accident-property damage,405,1,33.774298,-118.083132
101,2013-10-09:18:53,Accident-property damage,405,1,33.774298,-118.083132
479,2013-10-09:19:00,Accident-property damage,405,1,33.687296,-117.890487
488,2013-10-09:19:16,Accident-no details,405,1,33.664039,-117.800559
201,2013-10-09:19:33,Accident-no details,405,1,33.722213,-117.974756
259,2013-10-10:00:00,Accident-property damage,405,1,33.660094,-117.782502
1,2013-10-10:00:03,Accident-property damage,405,1,33.774013,-118.075389
4,2013-10-10:06:35,Accident-no details,405,1,33.774246,-118.071496
56,2013-10-10:07:05,Accident-no details,405,0,33.669553,-117.822563
6,2013-10-10:07:06,Accident-no details,405,0,33.669553,-117.822563
63,2013-10-10:07:21,Accident-property damage,405,1,33.712483,-117.963109
10,2013-10-10:07:23,Accident-no details,405,1,33.712483,-117.963109
12,2013-10-10:07:24,Accident-no details,405,1,33.708564,-117.958438
116,2013-10-10:08:33,Hit and Run-no injuries,405,0,33.788925,-118.089165
119,2013-10-10:08:40,Accident-property damage,405,1,33.671159,-117.828214
119,2013-10-10:08:40,Accident-property damage,405,1,33.675111,-117.839867
29,2013-10-10:08:42,Accident-property damage,405,1,33.671159,-117.828214
134,2013-10-10:09:10,Accident-property damage,405,0,33.780289,-118.090138
34,2013-10-10:09:11,Accident-property damage,405,0,33.780289,-118.090138
166,2013-10-10:11:00,Accident-property damage,405,1,33.681263,-117.85802
212,2013-10-10:12:35,Accident-no details,405,1,33.774159,-118.049783
115104,2013-10-10:13:45,Accident,405,0,33.865009,-118.327443
115105,2013-10-10:14:18,Accident,405,0,34.233944,-118.472836
336,2013-10-10:15:46,Accident-property damage,405,0,33.676805,-117.843274
65,2013-10-10:15:47,Accident-property damage,405,0,33.676805,-117.843274
365,2013-10-10:16:21,Accident-no details,405,0,33.677204,-117.844141
376,2013-10-10:16:32,Accident-property damage,405,0,33.695823,-117.935142
393,2013-10-10:17:04,Accident-no details,405,1,33.675726,-117.84473
83,2013-10-10:17:07,Accident-no details,405,1,33.675726,-117.84473
431,2013-10-10:18:13,Accident-no details,405,1,33.675726,-117.84473
433,2013-10-10:18:19,Accident-ambulance rolling,405,0,33.669553,-117.822563
433,2013-10-10:18:19,Accident-ambulance rolling,405,0,33.663569,-117.794702
452,2013-10-10:18:53,Hit and Run-no injuries,405,1,33.731681,-117.989185
100,2013-10-10:19:05,Accident-property damage,405,1,33.675111,-117.839867
470,2013-10-10:19:35,Accident-ambulance rolling,405,0,33.730942,-117.986308
489,2013-10-10:20:10,Hit and Run-no injuries,405,1,33.722213,-117.974756
115109,2013-10-11:00:22,Accident,405,0,34.093916,-118.475749
43,2013-10-11:03:57,Accident-ambulance rolling,405,0,33.705185,-117.954269
47,2013-10-11:05:45,Accident-property damage,405,1,33.704402,-117.954257
107,2013-10-11:08:51,Accident-property damage,405,0,33.669553,-117.822563
136,2013-10-11:09:48,Accident-no details,405,0,33.651861,-117.761244
304,2013-10-11:15:34,Accident-property damage,405,1,33.675726,-117.84473
304,2013-10-11:15:34,Accident-property damage,405,1,33.668186,-117.819289
64,2013-10-11:15:44,Accident-property damage,405,1,33.671159,-117.828214
317,2013-10-11:15:48,Accident-ambulance rolling,405,0,33.744605,-118.005014
69,2013-10-11:16:00,Accident-ambulance rolling,405,0,33.747054,-118.007447
329,2013-10-11:16:13,Accident-property damage,405,0,33.735415,-117.989242
74,2013-10-11:16:14,Accident-property damage,405,0,33.735415,-117.989242
356,2013-10-11:16:47,Accident-property damage,405,0,33.747054,-118.007447
89,2013-10-11:17:13,Accident-property damage,405,0,33.747054,-118.007447
412,2013-10-11:17:59,Accident-property damage,405,0,33.657938,-117.777723
99,2013-10-11:18:00,Accident-property damage,405,0,33.657938,-117.777723
615,2013-10-11:22:14,Accident-no details,405,0,33.690904,-117.92332
638,2013-10-11:22:58,Accident-no details,405,0,33.693252,-117.928998
9,2013-10-12:00:15,Accident-property damage,405,0,33.769766,-118.034636
107,2013-10-12:05:25,Accident-no details,405,1,33.687884,-117.914545
309,2013-10-12:12:17,Accident-property damage,405,0,33.687441,-117.873542
458,2013-10-12:16:58,Hit and Run-no injuries,405,0,33.690904,-117.92332
523,2013-10-12:18:10,Accident-property damage,405,0,33.720264,-117.972033
523,2013-10-12:18:10,Accident-property damage,405,0,33.707827,-117.954312
561,2013-10-12:18:58,Accident-no details,405,0,33.698811,-117.942352
579,2013-10-12:19:13,Accident-no details,405,0,33.696239,-117.936149
576,2013-10-12:19:17,Accident-property damage,405,0,33.698811,-117.942352
576,2013-10-12:19:17,Accident-property damage,405,0,33.690904,-117.92332
681,2013-10-12:22:34,Accident-ambulance rolling,405,1,33.642012,-117.733055
289,2013-10-13:14:23,Accident-property damage,405,0,33.723772,-117.97632
332,2013-10-13:15:55,Accident-ambulance rolling,405,1,33.64989,-117.754034
335,2013-10-13:15:55,Accident-no details,405,1,33.660094,-117.782502
438,2013-10-13:19:08,Accident-no details,405,1,33.774159,-118.049783
115123,2013-10-13:22:30,Accident,405,1,34.237779,-118.47326
4,2013-10-14:06:48,Accident-property damage,405,1,33.730207,-117.985987
75,2013-10-14:07:45,Accident-property damage,405,1,33.774246,-118.071496
312,2013-10-14:14:53,Accident-property damage,405,0,33.6518,-117.760842
312,2013-10-14:14:53,Accident-property damage,405,0,33.64853,-117.748151
346,2013-10-14:15:53,Accident-property damage,405,1,33.774246,-118.071496
62,2013-10-14:15:59,Accident-property damage,405,1,33.774271,-118.078171
370,2013-10-14:16:50,Accident-no details,405,1,33.675111,-117.839867
76,2013-10-14:16:54,Accident-property damage,405,0,33.683796,-117.855894
374,2013-10-14:16:55,Accident-property damage,405,0,33.683796,-117.855894
378,2013-10-14:17:05,Accident-property damage,405,130,33.720806,-117.971706
407,2013-10-14:17:55,Accident-property damage,405,0,33.687627,-117.894577
55,2013-10-15:06:13,Accident-no details,405,0,33.774924,-118.085956
55,2013-10-15:06:13,Accident-ambulance rolling,405,0,33.774505,-118.075641
4,2013-10-15:06:14,Accident-no details,405,0,33.774924,-118.085956
89,2013-10-15:07:39,Accident-ambulance rolling,405,0,33.773393,-118.039162
111,2013-10-15:08:14,Accident-ambulance rolling,405,1,33.763709,-118.02775
127,2013-10-15:08:28,Hit and Run-no injuries,405,1,33.759804,-118.02471
131,2013-10-15:08:42,Accident-no details,405,1,33.756658,-118.019335
131,2013-10-15:08:42,Accident-ambulance rolling,405,1,33.746047,-118.007047
28,2013-10-15:08:46,Accident-ambulance rolling,405,1,33.756658,-118.019335
137,2013-10-15:08:47,Accident-property damage,405,0,33.720264,-117.972033
31,2013-10-15:08:49,Accident-property damage,405,0,33.747054,-118.007447
31,2013-10-15:08:49,Accident-property damage,405,0,33.720264,-117.972033
145,2013-10-15:08:56,Accident-property damage,405,1,33.773163,-118.039517
145,2013-10-15:08:56,Accident-property damage,405,1,33.759804,-118.02471
150,2013-10-15:08:57,Accident-property damage,405,0,33.735415,-117.989242
36,2013-10-15:09:11,Accident-property damage,405,1,33.731681,-117.989185
159,2013-10-15:09:12,Accident-property damage,405,1,33.731681,-117.989185
203,2013-10-15:10:13,Accident-property damage,405,0,33.774471,-118.068873
384,2013-10-15:16:32,Accident-property damage,405,1,33.668186,-117.819289
391,2013-10-15:16:47,Accident-property damage,405,0,33.690904,-117.92332
84,2013-10-15:16:48,Accident-property damage,405,0,33.690904,-117.92332
413,2013-10-15:17:19,Accident-property damage,405,0,33.672646,-117.831722
413,2013-10-15:17:19,Accident-property damage,405,0,33.669553,-117.822563
89,2013-10-15:17:21,Accident-no details,405,0,33.669553,-117.822563
104,2013-10-15:18:53,Accident-property damage,405,0,33.707827,-117.954312
106,2013-10-15:19:11,Accident-no details,405,1,33.774246,-118.071496
478,2013-10-15:19:12,Accident-no details,405,1,33.774246,-118.071496
85,2013-10-16:07:35,Accident-property damage,405,1,33.700754,-117.859243
10,2013-10-16:07:37,Accident-property damage,405,1,33.700754,-117.859243
109,2013-10-16:08:31,Accident-property damage,405,0,33.746801,-118.006939
18,2013-10-16:08:33,Accident-property damage,405,0,33.761114,-118.024285
114,2013-10-16:08:42,Accident-no details,405,1,33.663251,-117.795122
132,2013-10-16:09:29,Accident-property damage,405,0,33.716086,-117.966661
278,2013-10-16:14:27,Accident-ambulance rolling,405,0,33.707827,-117.954312
278,2013-10-16:14:27,Accident-ambulance rolling,405,0,33.690904,-117.92332
278,2013-10-16:14:27,Accident-ambulance rolling,405,0,33.698811,-117.942352
332,2013-10-16:15:57,Accident-property damage,405,0,33.692144,-117.867333
332,2013-10-16:15:57,Accident-property damage,405,1,33.700754,-117.859243
342,2013-10-16:16:10,Accident-property damage,405,1,33.774271,-118.078171
82,2013-10-16:16:11,Accident-property damage,405,1,33.774271,-118.078171
356,2013-10-16:16:37,Accident-property damage,405,0,33.696239,-117.936149
361,2013-10-16:16:39,Accident-property damage,405,1,33.642012,-117.733055
87,2013-10-16:16:41,Accident-property damage,405,1,33.642012,-117.733055
479,2013-10-16:19:27,Hit and Run-no injuries,405,1,33.722213,-117.974756
453,2013-10-16:19:29,Accident-no details,405,1,33.746047,-118.007047
557,2013-10-16:21:55,Accident-property damage,405,0,33.682765,-117.856785
55,2013-10-17:06:42,Accident-no details,405,0,33.780289,-118.090138
3,2013-10-17:06:43,Accident-no details,405,0,33.780289,-118.090138
81,2013-10-17:07:42,Accident-property damage,405,1,33.687884,-117.914545
6,2013-10-17:07:47,Hit and Run-with injuries,405,0,33.692506,-117.868078
199,2013-10-17:11:42,Accident-property damage,405,1,33.660094,-117.782502
269,2013-10-17:13:55,Accident-property damage,405,0,33.687437,-117.872002
48,2013-10-17:14:09,Accident-property damage,405,0,33.687437,-117.872002
322,2013-10-17:15:17,Accident-ambulance rolling,405,0,33.690904,-117.92332
56,2013-10-17:15:23,Accident-ambulance rolling,405,0,33.690904,-117.92332
335,2013-10-17:15:33,Accident-property damage,405,0,33.730942,-117.986308
64,2013-10-17:15:40,Accident-no details,405,0,33.73675,-117.994969
341,2013-10-17:15:40,Accident-property damage,405,0,33.663569,-117.794702
342,2013-10-17:15:40,Accident-ambulance rolling,405,0,33.663545,-117.794514
372,2013-10-17:16:27,Hit and Run-no injuries,405,1,33.683601,-117.85935
390,2013-10-17:16:55,Accident-ambulance rolling,405,130,33.687162,-117.870258
436,2013-10-17:17:28,Hit and Run-no injuries,405,1,33.722213,-117.974756
456,2013-10-17:18:43,Accident-no details,405,1,33.788248,-118.096429
456,2013-10-17:18:43,Accident-no details,405,1,33.774246,-118.071496
456,2013-10-17:18:43,Accident-no details,405,1,33.785472,-118.093414
94,2013-10-17:18:46,Accident-no details,405,1,33.774246,-118.071496
473,2013-10-17:19:01,Accident-property damage,405,0,33.700405,-117.946224
103,2013-10-17:19:05,Accident-no details,405,0,33.707827,-117.954312
513,2013-10-17:19:58,Accident-property damage,405,0,33.696239,-117.936149
564,2013-10-17:21:29,Accident-no details,405,1,33.774271,-118.078171
106,2013-10-17:21:39,Accident-no details,405,1,33.774271,-118.078171
115147,2013-10-18:01:40,Accident,405,0,34.157002,-118.468651
73,2013-10-18:06:51,Accident-no details,405,0,33.677204,-117.844141
7,2013-10-18:06:52,Accident-no details,405,0,33.677204,-117.844141
497,2013-10-18:09:16,Accident-property damage,405,0,33.796979,-118.1078
269,2013-10-18:13:41,Accident-property damage,405,0,33.774507,-118.080158
269,2013-10-18:13:41,Accident-property damage,405,0,33.774505,-118.075641
340,2013-10-18:15:22,Accident-no details,405,0,33.761114,-118.024285
75,2013-10-18:15:32,Accident-no details,405,0,33.761114,-118.024285
350,2013-10-18:15:48,Accident-property damage,405,1,33.675111,-117.839867
447,2013-10-18:17:58,Accident-property damage,405,0,33.676854,-117.843381
495,2013-10-18:19:04,Accident-property damage,405,1,33.660094,-117.782502
561,2013-10-18:20:42,Accident-property damage,405,0,33.714047,-117.964583
96,2013-10-19:05:03,Accident-property damage,405,1,33.663251,-117.795122
128,2013-10-19:07:17,Accident-property damage,405,1,33.774159,-118.049783
189,2013-10-19:10:02,Accident-ambulance rolling,405,1,33.774159,-118.049783
80,2013-10-19:17:29,Accident-no details,405,0,33.773393,-118.039162
535,2013-10-19:19:57,Hit and Run-no injuries,405,1,33.642012,-117.733055
115163,2013-10-20:03:47,Accident,405,0,33.873028,-118.342097
280,2013-10-20:13:11,Accident-no details,405,1,33.774246,-118.071496
16,2013-10-21:06:59,Accident-no details,405,1,33.731681,-117.989185
27,2013-10-21:08:24,Accident-property damage,405,1,33.759804,-118.02471
32,2013-10-21:08:45,Accident-property damage,405,1,33.687296,-117.890487
37,2013-10-21:09:01,Accident-no details,405,0,33.774679,-118.046839
148,2013-10-21:09:01,Hit and Run-no injuries,405,1,33.722213,-117.974756
146,2013-10-21:09:02,Accident-no details,405,0,33.774924,-118.085956
367,2013-10-21:15:59,Accident-ambulance rolling,405,0,33.669553,-117.822563
382,2013-10-21:16:35,Hit and Run-no injuries,405,0,33.695823,-117.935142
445,2013-10-21:18:45,Accident-property damage,405,1,33.694083,-117.866125
445,2013-10-21:18:45,Accident-property damage,405,0,33.70042,-117.859795
19,2013-10-22:01:30,Accident-no details,405,0,33.774505,-118.075641
34,2013-10-22:04:03,Accident-ambulance rolling,405,1,33.704402,-117.954257
60,2013-10-22:06:35,Accident-no details,405,0,33.773393,-118.039162
60,2013-10-22:06:35,Accident-no details,405,0,33.774505,-118.075641
5,2013-10-22:06:36,Accident-no details,405,0,33.773393,-118.039162
99,2013-10-22:07:33,Accident-property damage,405,1,33.759804,-118.02471
19,2013-10-22:07:35,Accident-property damage,405,1,33.759804,-118.02471
21,2013-10-22:07:39,Accident-property damage,405,1,33.774271,-118.078171
105,2013-10-22:07:41,Accident-property damage,405,0,33.774505,-118.075641
110,2013-10-22:07:46,Accident-property damage,405,0,33.687437,-117.872002
24,2013-10-22:07:48,Accident-property damage,405,0,33.687437,-117.872002
39,2013-10-22:08:59,Accident-property damage,405,1,33.731918,-117.988716
144,2013-10-22:09:00,Accident-property damage,405,1,33.731918,-117.988716
252,2013-10-22:12:43,Accident-no details,405,1,33.774013,-118.075389
51,2013-10-22:12:47,Accident-no details,405,1,33.774013,-118.075389
272,2013-10-22:13:32,Accident-property damage,405,1,33.668186,-117.819289
295,2013-10-22:14:33,Hit and Run-no injuries,405,0,33.644679,-117.734962
294,2013-10-22:14:34,Accident-no details,405,0,33.65497,-117.772868
307,2013-10-22:14:59,Accident-property damage,405,0,33.669553,-117.822563
63,2013-10-22:15:22,Hit and Run-no injuries,405,1,33.774298,-118.083132
325,2013-10-22:15:24,Hit and Run-no injuries,405,1,33.774298,-118.083132
82,2013-10-22:17:13,Accident-property damage,405,1,33.687217,-117.883041
416,2013-10-22:17:14,Accident-property damage,405,1,33.687217,-117.883041
430,2013-10-22:17:26,Accident-property damage,405,0,33.690904,-117.92332
88,2013-10-22:17:29,Accident-property damage,405,0,33.690904,-117.92332
491,2013-10-22:19:05,Accident-ambulance rolling,405,0,33.674425,-117.845638
1196,2013-10-23:06:12,Accident-ambulance rolling,405,3,34.25978,-116.851081
99,2013-10-23:08:01,Hit and Run-with injuries,405,1,33.731681,-117.989185
170,2013-10-23:13:53,Accident-property damage,405,0,34.110597,-118.481596
1771,2013-10-23:13:53,Accident-no details,405,0,34.110597,-118.481596
1909,2013-10-23:14:40,Accident-no details,405,0,34.012294,-118.418389
1925,2013-10-23:14:43,Accident-ambulance rolling,405,0,34.164015,-118.469503
1925,2013-10-23:14:43,Accident-ambulance rolling,405,0,34.088608,-118.475191
189,2013-10-23:14:47,Accident-ambulance rolling,405,0,34.164015,-118.469503
286,2013-10-23:14:55,Accident-no details,405,0,33.707827,-117.954312
52,2013-10-23:14:56,Accident-no details,405,0,33.707827,-117.954312
208,2013-10-23:15:10,Accident-ambulance rolling,405,0,34.088608,-118.475191
303,2013-10-23:15:12,Accident-no details,405,1,33.687884,-117.914545
58,2013-10-23:15:15,Accident-no details,405,0,33.695823,-117.935142
2125,2013-10-23:15:34,Hit and Run-no injuries,405,0,33.825615,-118.228158
225,2013-10-23:15:44,Accident-property damage,405,0,33.825615,-118.228158
2192,2013-10-23:15:55,Accident-property damage,405,1,33.956389,-118.369469
2192,2013-10-23:15:55,Accident-property damage,405,1,33.961586,-118.369524
236,2013-10-23:16:00,Accident-no details,405,1,33.961586,-118.369524
2229,2013-10-23:16:00,Accident-no details,405,1,34.031657,-118.426656
343,2013-10-23:16:20,Accident-no details,405,0,33.690904,-117.92332
72,2013-10-23:16:22,Accident-property damage,405,0,33.690904,-117.92332
78,2013-10-23:16:57,Accident-property damage,405,0,33.693252,-117.928998
368,2013-10-23:16:58,Accident-property damage,405,0,33.693252,-117.928998
2630,2013-10-23:17:52,Accident-no details,405,0,34.201259,-118.472329
290,2013-10-23:17:53,Accident-no details,405,0,34.201259,-118.472329
2659,2013-10-23:18:01,Accident-property damage,405,1,34.00293,-118.411254
2720,2013-10-23:18:18,Accident-no details,405,0,33.987739,-118.398953
2720,2013-10-23:18:18,Accident-no details,405,0,33.993989,-118.40392
308,2013-10-23:18:34,Accident-property damage,405,1,33.809987,-118.158858
2790,2013-10-23:18:35,Accident-property damage,405,1,33.809987,-118.158858
310,2013-10-23:18:38,Accident-no details,405,0,34.003097,-118.41111
2885,2013-10-23:18:52,Accident-property damage,405,0,33.965836,-118.370496
2956,2013-10-23:19:04,Accident-property damage,405,0,34.157969,-118.468441
448,2013-10-23:19:24,Accident-property damage,405,130,33.662433,-117.789437
460,2013-10-23:19:52,Hit and Run-no injuries,405,0,33.695823,-117.935142
3140,2013-10-23:19:55,Hit and Run-no injuries,405,0,33.857886,-118.286336
466,2013-10-23:20:14,Accident-no details,405,1,33.731681,-117.989185
3254,2013-10-23:20:31,Hit and Run-no injuries,405,0,34.122631,-118.478405
3260,2013-10-23:20:33,Accident-ambulance rolling,405,0,34.072786,-118.466447
3365,2013-10-23:21:05,Accident-no details,405,0,34.072786,-118.466447
3421,2013-10-23:21:28,Accident-ambulance rolling,405,1,33.813428,-118.167665
3530,2013-10-23:22:07,Accident-property damage,405,0,34.096564,-118.476908
508,2013-10-23:22:13,Accident-ambulance rolling,405,0,33.682765,-117.856785
3700,2013-10-23:23:43,Hit and Run-no injuries,405,0,34.029878,-118.431632
12,2013-10-24:00:32,Accident-no details,405,1,33.671159,-117.828214
248,2013-10-24:02:41,Accident-property damage,405,1,34.038994,-118.439912
48,2013-10-24:06:29,Accident-no details,405,0,33.774507,-118.080158
549,2013-10-24:06:54,Accident-no details,405,0,33.825939,-118.241557
552,2013-10-24:06:56,Accident-no details,405,0,33.825357,-118.218449
19,2013-10-24:06:57,Accident-no details,405,0,33.825939,-118.241557
560,2013-10-24:07:00,Accident-property damage,405,0,33.857534,-118.28478
97,2013-10-24:07:04,Accident-property damage,405,0,33.667958,-117.817881
31,2013-10-24:07:09,Accident-property damage,405,0,33.844972,-118.268763
658,2013-10-24:07:26,Accident-property damage,405,0,33.891063,-118.361306
17,2013-10-24:08:42,Accident-property damage,405,0,33.667958,-117.817881
128,2013-10-24:09:27,Accident-property damage,405,0,33.664106,-117.798464
1127,2013-10-24:09:52,Hit and Run-no injuries,405,0,34.088608,-118.475191
1139,2013-10-24:09:56,Accident-property damage,405,1,34.149131,-118.469156
1139,2013-10-24:09:56,Accident-property damage,405,1,34.1611,-118.469614
95,2013-10-24:09:59,Accident-property damage,405,1,34.1611,-118.469614
1146,2013-10-24:10:00,Accident-property damage,405,1,34.122693,-118.478562
96,2013-10-24:10:01,Accident-property damage,405,1,34.122693,-118.478562
179,2013-10-24:11:53,Accident-no details,405,0,33.683796,-117.855894
207,2013-10-24:12:57,Accident-property damage,405,1,33.731681,-117.989185
138,2013-10-24:13:33,Accident-no details,405,1,34.005972,-118.413666
1783,2013-10-24:13:33,Accident-property damage,405,1,34.005972,-118.413666
1785,2013-10-24:13:33,Accident-no details,405,1,34.00293,-118.411254
1777,2013-10-24:13:34,Accident-no details,405,1,34.005972,-118.413666
139,2013-10-24:13:35,Accident-property damage,405,1,34.005972,-118.413666
141,2013-10-24:13:38,Accident-property damage,405,0,34.279088,-118.469644
1791,2013-10-24:13:39,Accident-property damage,405,0,34.279088,-118.469644
1992,2013-10-24:14:26,Hit and Run-no injuries,405,0,34.20456,-118.47324
275,2013-10-24:15:01,Accident-property damage,405,0,33.695823,-117.935142
275,2013-10-24:15:01,Accident-ambulance rolling,405,0,33.690904,-117.92332
30,2013-10-24:15:15,Accident-property damage,405,0,33.695823,-117.935142
2346,2013-10-24:15:51,Accident-property damage,405,0,33.914576,-118.370284
2468,2013-10-24:16:25,Accident-property damage,405,1,34.012186,-118.418558
2475,2013-10-24:16:26,Accident-no details,405,0,33.989356,-118.400237
2476,2013-10-24:16:26,Accident-no details,405,0,33.970546,-118.375232
2488,2013-10-24:16:29,Accident-no details,405,0,34.975086,-118.383617
2537,2013-10-24:16:41,Accident-property damage,405,0,34.975086,-118.383617
2544,2013-10-24:16:41,Accident-property damage,405,0,33.987849,-118.399044
2567,2013-10-24:16:49,Accident-property damage,405,0,33.891063,-118.361306
2567,2013-10-24:16:49,Accident-property damage,405,0,33.896672,-118.368906
353,2013-10-24:16:56,Accident-no details,405,0,33.688905,-117.918184
58,2013-10-24:16:57,Accident-no details,405,0,33.688905,-117.918184
354,2013-10-24:16:57,Accident-property damage,405,0,33.773393,-118.039162
2605,2013-10-24:16:57,Accident-property damage,405,1,34.046958,-118.446773
224,2013-10-24:17:01,Accident-property damage,405,1,34.046958,-118.446773
365,2013-10-24:17:13,Hit and Run-no injuries,405,1,33.64989,-117.754034
2695,2013-10-24:17:18,Accident-no details,405,1,34.221399,-118.473703
2695,2013-10-24:17:18,Accident-no details,405,1,34.233558,-118.472957
230,2013-10-24:17:26,Accident-no details,405,1,34.233558,-118.472957
230,2013-10-24:17:26,Accident-no details,405,1,34.221399,-118.473703
2733,2013-10-24:17:29,Accident-no details,405,0,33.802833,-118.12518
2747,2013-10-24:17:33,Accident-ambulance rolling,405,0,33.817508,-118.189208
2748,2013-10-24:17:33,Accident-ambulance rolling,405,0,33.813592,-118.167537
404,2013-10-24:18:10,Accident-property damage,405,0,33.747054,-118.007447
2967,2013-10-24:18:14,Accident-property damage,405,1,33.929828,-118.368531
2967,2013-10-24:18:14,Accident-property damage,405,1,34.945467,-118.368526
414,2013-10-24:18:22,Accident-no details,405,0,33.657788,-117.777771
77,2013-10-24:18:25,Accident-no details,405,0,33.657788,-117.777771
3076,2013-10-24:18:37,Accident-ambulance rolling,405,1,33.796703,-118.107792
270,2013-10-24:18:39,Accident-ambulance rolling,405,1,33.796703,-118.107792
3090,2013-10-24:18:40,Accident-ambulance rolling,405,1,33.796703,-118.107792
272,2013-10-24:18:41,Accident-no details,405,1,34.233558,-118.472957
3100,2013-10-24:18:42,Accident-no details,405,1,34.233558,-118.472957
3170,2013-10-24:18:55,Accident-property damage,405,1,34.233558,-118.472957
3268,2013-10-24:19:12,Accident-property damage,405,0,33.841767,-118.265595
492,2013-10-24:20:07,Accident-property damage,405,0,33.707827,-117.954312
3495,2013-10-24:20:11,Accident-property damage,405,1,34.046958,-118.446773
3531,2013-10-24:20:24,Accident-property damage,405,1,34.046958,-118.446773
3693,2013-10-24:21:04,Accident-no details,405,1,34.034482,-118.437709
3698,2013-10-24:21:04,Accident-no details,405,1,34.038994,-118.439912
3712,2013-10-24:21:07,Hit and Run-no injuries,405,1,34.038961,-118.439892
3748,2013-10-24:21:15,Accident-property damage,405,1,34.024975,-118.42867
3849,2013-10-24:21:52,Accident-ambulance rolling,405,1,34.233558,-118.472957
3854,2013-10-24:21:52,Accident-no details,405,1,34.27909,-118.469813
3982,2013-10-24:22:29,Accident-no details,405,1,34.27909,-118.469813
571,2013-10-24:22:44,Accident-property damage,405,0,33.743113,-118.002722
4044,2013-10-24:23:00,Accident-no details,405,0,34.122631,-118.478405
4044,2013-10-24:23:00,Accident-no details,405,0,34.088608,-118.475191
4132,2013-10-24:23:43,Accident-property damage,405,0,34.122631,-118.478405
4138,2013-10-24:23:47,Accident-property damage,405,0,34.039089,-118.43975
363,2013-10-25:04:53,Accident-no details,405,1,33.859715,-118.299188
363,2013-10-25:04:53,Accident-no details,405,1,33.859716,-118.295049
367,2013-10-25:04:56,Accident-no details,405,1,33.851075,-118.277485
410,2013-10-25:05:48,Accident-property damage,405,0,33.814411,-118.172427
411,2013-10-25:05:51,Hit and Run-no injuries,405,1,34.046958,-118.446773
5,2013-10-25:05:58,Accident-property damage,405,0,33.814408,-118.176318
